site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
4023,11419,Productivity as related to diversity and age in planted versus natural forests,Dongkou Hunan,,China,27.12,110.23
4024,11419,Productivity as related to diversity and age in planted versus natural forests,Dushan Guizhou 1,,China,25.72,107.52
4025,11419,Productivity as related to diversity and age in planted versus natural forests,Dushan Guizhou 2,,China,25.9,107.68
4026,11419,Productivity as related to diversity and age in planted versus natural forests,Duyun Guizhou,,China,26.05,107.57
4027,11419,Productivity as related to diversity and age in planted versus natural forests,Ebian Sichuan,,China,28.8,103
4028,11419,Productivity as related to diversity and age in planted versus natural forests,Eryuan Yunnan 1,,China,26.02,99.56
4029,11419,Productivity as related to diversity and age in planted versus natural forests,Eryuan Yunnan 2,,China,26.08,99.56
4030,11419,Productivity as related to diversity and age in planted versus natural forests,Eryuan Yunnan 3,,China,25.87,99.62
4031,11419,Productivity as related to diversity and age in planted versus natural forests,Eryuan Yunnan 4,,China,26.08,99.62
4032,11419,Productivity as related to diversity and age in planted versus natural forests,Eryuan Yunnan 5,,China,25.87,99.74
4033,11419,Productivity as related to diversity and age in planted versus natural forests,Eryuan Yunnan 6,,China,26.02,100.28
4034,11419,Productivity as related to diversity and age in planted versus natural forests,Fangcheng Guangxi 1,,China,21.7,108.3
4035,11419,Productivity as related to diversity and age in planted versus natural forests,Fangcheng Guangxi 2,,China,21.8,108.3
4036,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 1,,China,27.9,108.6
4037,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 2,,China,27.85,108.64
4038,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 3,,China,27.92,108.64
4039,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 4,,China,28,108.64
4040,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 5,,China,27.92,108.68
4041,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 6,,China,27.97,108.68
4042,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 7,,China,27.92,108.72
4043,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 8,,China,27.97,108.72
4044,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 9,,China,28,108.72
4045,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 10,,China,27.88,108.73
4046,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 11,,China,27.97,108.76
4047,11419,Productivity as related to diversity and age in planted versus natural forests,Fanjing mountain Guizhou 12,,China,27.88,108.77
4048,11419,Productivity as related to diversity and age in planted versus natural forests,Fanzhi Shanxi,,China,39.2,113.2
4049,11419,Productivity as related to diversity and age in planted versus natural forests,Fenggang Guizhou,,China,27.78,107.85
4050,11419,Productivity as related to diversity and age in planted versus natural forests,Fengning Hebei,,China,41.2,116.3
4051,11419,Productivity as related to diversity and age in planted versus natural forests,Fuchuan Guangxi 1,,China,24.95,111.18
4052,11419,Productivity as related to diversity and age in planted versus natural forests,Fuchuan Guangxi 2,,China,25.1,111.3
4053,11419,Productivity as related to diversity and age in planted versus natural forests,Fumin Yunnan 1,,China,25.19,102.33
4054,11419,Productivity as related to diversity and age in planted versus natural forests,Fumin Yunnan 3,,China,26.5,113.7
4055,11419,Productivity as related to diversity and age in planted versus natural forests,Fusong Jilin,,China,41.9,127.6
4056,11419,Productivity as related to diversity and age in planted versus natural forests,Fuxin Liaoning,,China,42,121.7
4057,11419,Productivity as related to diversity and age in planted versus natural forests,Fuzhou Fujian,,China,26,119.3
4058,11419,Productivity as related to diversity and age in planted versus natural forests,Gangwu Guangxi 1,,China,23.57,111.06
4059,11419,Productivity as related to diversity and age in planted versus natural forests,Gangwu Guangxi 2,,China,23.13,111.18
4060,11419,Productivity as related to diversity and age in planted versus natural forests,Gangwu Guangxi 3,,China,23.87,111.18
4061,11419,Productivity as related to diversity and age in planted versus natural forests,Gangwu Guangxi 4,,China,23.88,111.18
4062,11419,Productivity as related to diversity and age in planted versus natural forests,Gangwu Guangxi 5,,China,23.65,111.41
4063,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 1,,China,24.95,110.7
4064,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 2,,China,25.02,110.7
4065,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 3,,China,25.1,110.7
4066,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 4,,China,25.1,110.76
4067,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 5,,China,24.8,110.94
4068,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 6,,China,24.95,110.94
4069,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 7,,China,24.73,111
4070,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 8,,China,24.8,111
4071,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 9,,China,25.23,111
4072,11419,Productivity as related to diversity and age in planted versus natural forests,Gongcheng Guangxi 10,,China,24.88,111.12
4073,11419,Productivity as related to diversity and age in planted versus natural forests,Gongliu Xinjiang,,China,43.4,82.2
4074,11419,Productivity as related to diversity and age in planted versus natural forests,Greater Higgnan Mountains,,China,50.3,120.3
4075,11419,Productivity as related to diversity and age in planted versus natural forests,Greater Khingan Mountains Inner Mongolia,,China,49.5,122
4076,11419,Productivity as related to diversity and age in planted versus natural forests,Guancen mountain Shanxi,,China,39.5,112.2
4077,11419,Productivity as related to diversity and age in planted versus natural forests,Guandi mountain Shanxi,,China,37.9,111.5
4078,11419,Productivity as related to diversity and age in planted versus natural forests,Guangyang Guangxi 1,,China,25.3,110.76
4079,11419,Productivity as related to diversity and age in planted versus natural forests,Guangyang Guangxi 2,,China,25.23,110.94
4080,11419,Productivity as related to diversity and age in planted versus natural forests,Guangyang Guangxi 3,,China,25.45,111.24
4081,11419,Productivity as related to diversity and age in planted versus natural forests,Guangyang Guangxi 4,,China,25.53,111.3
4082,11419,Productivity as related to diversity and age in planted versus natural forests,Guiping Guangxi,,China,23.57,110
4083,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 1,,China,26.48,106.65
4084,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 2,,China,26.4,106.7
4085,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 3,,China,26.52,106.82
4086,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 4,,China,26.8,106.86
4087,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 5,,China,26.8,106.94
4088,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 6,,China,26.73,106.97
4089,11419,Productivity as related to diversity and age in planted versus natural forests,Guiyang Guizhou 7,,China,26.88,106.98
4090,11419,Productivity as related to diversity and age in planted versus natural forests,Gutian Fujian,,China,26.5,118.7
4091,11419,Productivity as related to diversity and age in planted versus natural forests,Guzhang Hunan,,China,28.6,109.9
4092,11419,Productivity as related to diversity and age in planted versus natural forests,Guzhang Hunan 1,,China,28.67,110.1
4093,11419,Productivity as related to diversity and age in planted versus natural forests,Guzhang Hunan 2,,China,28.7,110.14
4094,11419,Productivity as related to diversity and age in planted versus natural forests,Habahe Xinjiang ,,China,48,86.4
4095,11419,Productivity as related to diversity and age in planted versus natural forests,Haikang Guangdong ,,China,20.7,110
4096,11419,Productivity as related to diversity and age in planted versus natural forests,Haiyang Shandong ,,China,36.7,121.1
4097,11419,Productivity as related to diversity and age in planted versus natural forests,Hanzhong Shanxi ,,China,32.3,109.3
4098,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi ,,China,24.23,111.77
4099,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi 1,,China,24.37,111.77
4100,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi 2,,China,24.23,111.83
4101,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi 3,,China,24.52,111.83
4102,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi 4,,China,24.73,111.89
4103,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi 5,,China,24.3,111.95
4104,11419,Productivity as related to diversity and age in planted versus natural forests,He Guangxi 6,,China,24.52,111.95
4105,11419,Productivity as related to diversity and age in planted versus natural forests,Hebei ,,China,39.2,115.2
4106,11419,Productivity as related to diversity and age in planted versus natural forests,Heng Guangxi ,,China,22.93,108.84
4107,11419,Productivity as related to diversity and age in planted versus natural forests,Hepu Guangxi ,,China,21.8,108.9
4108,11419,Productivity as related to diversity and age in planted versus natural forests,Hepu Guangxi 1,,China,21.6,109.2
4109,11419,Productivity as related to diversity and age in planted versus natural forests,Hepu Guangxi 2,,China,21.4,109.4
4110,11419,Productivity as related to diversity and age in planted versus natural forests,Hepu Guangxi 3,,China,21.7,109.6
4111,11419,Productivity as related to diversity and age in planted versus natural forests,Hepu Guangxi 4,,China,21.8,109.6
4112,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan ,,China,26.37,100.1
4113,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 1,,China,26.15,100.16
4114,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 2,,China,26.3,100.16
4115,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 3,,China,26.37,100.16
4116,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 4,,China,26.23,100.22
4117,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 5,,China,26.45,100.22
4118,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 6,,China,26.45,100.28
4119,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 7,,China,26.52,100.28
4120,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 8,,China,26.15,100.34
4121,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 9,,China,26.37,100.34
4122,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 10,,China,26.52,100.34
4123,11419,Productivity as related to diversity and age in planted versus natural forests,Heqing Yunnan 11,,China,26.58,100.35
4124,11419,Productivity as related to diversity and age in planted versus natural forests,Hetian river Xinjiang ,,China,38.4,80.8
4125,11419,Productivity as related to diversity and age in planted versus natural forests,Hezhang Guizhou ,,China,27.13,104.57
4126,11419,Productivity as related to diversity and age in planted versus natural forests,Hezhang Guizhou 1,,China,26.88,104.73
4127,11419,Productivity as related to diversity and age in planted versus natural forests,Huaan Fujian ,,China,24.7,117.2
4128,11419,Productivity as related to diversity and age in planted versus natural forests,Huaan Fujian 1,,China,25.1,117.5
4129,11419,Productivity as related to diversity and age in planted versus natural forests,Huangjiang Guangxi ,,China,25.17,108.02
4130,11419,Productivity as related to diversity and age in planted versus natural forests,Huangjiang Guangxi 1,,China,24.88,108.09
4131,11419,Productivity as related to diversity and age in planted versus natural forests,Huangjiang Guangxi 2,,China,25.23,108.2
4132,11419,Productivity as related to diversity and age in planted versus natural forests,Huangjiang Guangxi 3,,China,25.23,108.26
4133,11419,Productivity as related to diversity and age in planted versus natural forests,Huangjiang Guangxi 4,,China,25.1,108.32
